"name";"parent_area";"admin_title";"admin_level_id";"building_count";"population_total";"population_males";"population_females";"population_age_average_age";"population_age_males_0to9";"population_age_males_10to19";"population_age_males_20to29";"population_age_males_30to39";"population_age_males_40to49";"population_age_males_50to59";"population_age_males_60to69";"population_age_males_70to79";"population_age_males_over80";"population_age_females_0to9";"population_age_females_10to19";"population_age_females_20to29";"population_age_females_30to39";"population_age_females_40to49";"population_age_females_50to59";"population_age_females_60to69";"population_age_females_70to79";"population_age_females_over80";"race_white";"race_black";"race_indian";"race_asian";"race_hawaiian";"race_other";"race_two_or_more";"marital_never_married";"marital_now_married";"marital_separated";"marital_widowed";"marital_divorced";"unemployment_rate";"mean_annual_earnings_total";"mean_annual_earnings_male";"mean_annual_earnings_female";"nationality_us_citizen_born_in_us";"nationality_us_citizen_born_in_islands";"nationality_us_citizen_born_in_abroad";"nationality_us_citizen_naturalization";"nationality_not_us_citizen";"household_units";"household_1_person";"household_2_persons";"household_3_persons";"household_4_persons";"household_5_persons";"household_6_persons";"household_7_or_more_persons";"language_only_english";"language_spanish";"language_indoeuropean";"language_asian";"language_other";"crimes_1000capita_burglary";"crimes_1000capita_felonyassault";"crimes_1000capita_grandlarceny";"crimes_1000capita_grandlarcenyofmotorvehicle";"crimes_1000capita_murder";"crimes_1000capita_rape";"crimes_1000capita_robbery";"education_noschoolcompleted";"education_nurseryschool";"education_kindergarten";"education_1st_grade";"education_2nd_grade";"education_3rd_grade";"education_4th_grade";"education_5th_grade";"education_6th_grade";"education_7th_grade";"education_8th_grade";"education_9th_grade";"education_10th_grade";"education_11th_grade";"education_12th_grade_nodiploma";"education_highschool_diploma";"education_ged_or_alt_cred";"education_college_less1year";"education_college_no_degree";"education_associate_degree";"education_bachelor_degree";"education_master_degree";"education_professionalschool_degree";"education_doctorate_degree";"poverty_below_level";"poverty_below_level_percent";"houseage_1939_and_earlier";"houseage_1940_to_1949";"houseage_1950_to_1959";"houseage_1960_to_1969";"houseage_1970_to_1979";"houseage_1980_to_1989";"houseage_1990_to_1999";"houseage_2000_to_2009";"houseage_2010_and_later";"rent_no_cach_rent";"rent_grossusd_100_or_less";"rent_grossusd_100_to_149";"rent_grossusd_150_to_199";"rent_grossusd_200_to_249";"rent_grossusd_250_to_299";"rent_grossusd_300_to_349";"rent_grossusd_350_to_399";"rent_grossusd_400_to_449";"rent_grossusd_450_to_499";"rent_grossusd_500_to_549";"rent_grossusd_550_to_599";"rent_grossusd_600_to_649";"rent_grossusd_650_to_699";"rent_grossusd_700_to_749";"rent_grossusd_750_to_799";"rent_grossusd_800_to_899";"rent_grossusd_900_to_999";"rent_grossusd_1000_to_1249";"rent_grossusd_1259_to_1549";"rent_grossusd_1550_to_1999";"rent_grossusd_2000_or_more";"housingunitcost_10000_or_less";"housingunitcost_10000_to_14999";"housingunitcost_15000_to_19999";"housingunitcost_20000_to_24999";"housingunitcost_25000_to_29999";"housingunitcost_30000_to_34999";"housingunitcost_35000_to_39999";"housingunitcost_40000_to_49999";"housingunitcost_50000_to_59999";"housingunitcost_60000_to_69999";"housingunitcost_70000_to_79999";"housingunitcost_80000_to_89999";"housingunitcost_90000_to_99999";"housingunitcost_100000_to_124999";"housingunitcost_125000_to_149999";"housingunitcost_150000_to_174999";"housingunitcost_175000_to_199999";"housingunitcost_200000_to_249999";"housingunitcost_250000_to_299999";"housingunitcost_300000_to_399999";"housingunitcost_400000_to_499999";"housingunitcost_500000_to_749999";"housingunitcost_750000_to_999999";"housingunitcost_1000000_or_more";"househeating_utilitygas";"househeating_tankedlpgas";"househeating_electricity";"househeating_oilkerosene";"househeating_coalcoke";"househeating_wood";"househeating_solarenergy";"househeating_otherfuel";"househeating_nofuelused"
"10029";"Manhattan";"ZIP Codes";60;1943;"76003";"34808";"41195";"36";"4631";"5404";"7026";"5198";"4389";"3498";"2392";"1459";"811";"4371";"5318";"7157";"5659";"5419";"4936";"3792";"2661";"1882";"24775";"23910";"830";"5241";"78";"17369";"3800";"34399";"16591";"2520";"4547";"6631";"12";"56333";"59995";"52232";"50945";"6418";"644";"7922";"13102";"31121";"10151";"8214";"4730";"3109";"3109";"3109";"3109";"43";"44";"6";"5";"1";"1.03";"2.62";"3.17";"0.25";"0.04";"0.21";"2.46";"1758";"31";"18";"120";"340";"408";"416";"459";"1336";"769";"1584";"2084";"1811";"2449";"1786";"11007";"1922";"1658";"4645";"2536";"8046";"3671";"1690";"629";"21539";"28";"7860";"3297";"4857";"5977";"5130";"1258";"1030";"2256";"70";"167";"54";"150";"547";"2187";"1217";"990";"663";"917";"626";"995";"1176";"1332";"998";"903";"994";"1892";"1929";"3268";"2286";"2189";"1962";"110";"84";"8";"0";"0";"0";"14";"0";"28";"49";"0";"0";"0";"0";"9";"0";"0";"29";"46";"90";"128";"376";"143";"609";"16841";"173";"4901";"6293";"0";"49";"0";"346";"562"
"10030";"Manhattan";"ZIP Codes";48;1385;"26999";"12560";"14439";"35";"1687";"1930";"2180";"1823";"1915";"1560";"828";"451";"186";"1647";"1909";"2616";"2201";"2212";"1739";"1083";"658";"374";"2958";"19399";"244";"423";"24";"2887";"1064";"13950";"4954";"1532";"1568";"2163";"16";"55361";"62354";"49964";"22097";"414";"137";"2803";"3913";"12976";"4745";"2819";"1636";"1133";"1133";"1133";"1133";"71";"21";"6";"1";"1";"0.7";"3.22";"3.74";"0.41";"0";"0.11";"2.96";"486";"0";"0";"0";"65";"20";"108";"168";"492";"248";"339";"339";"917";"753";"855";"3615";"1367";"619";"2574";"1181";"3296";"1395";"434";"155";"8495";"29";"7368";"1317";"1189";"1247";"641";"283";"1063";"834";"42";"187";"17";"17";"294";"735";"524";"518";"154";"480";"240";"562";"428";"358";"250";"394";"493";"791";"708";"1621";"900";"710";"323";"16";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"27";"0";"34";"0";"43";"42";"58";"29";"272";"177";"254";"189";"417";"3847";"197";"1003";"6904";"23";"0";"0";"206";"92"
"10031";"Manhattan";"ZIP Codes";43;2054;"56438";"27491";"28947";"36";"3045";"3643";"6001";"4541";"3881";"3026";"1898";"1019";"437";"2849";"3383";"5739";"4170";"3908";"3581";"2603";"1624";"1090";"14020";"18908";"752";"1384";"38";"17517";"3819";"27305";"12315";"2646";"2445";"4855";"11";"49453";"54178";"44197";"34002";"1054";"915";"9716";"14021";"22604";"6426";"5235";"3445";"2398";"2398";"2398";"2398";"40";"53";"4";"1";"2";"1.1";"2.07";"2.78";"0.25";"0.09";"0.25";"1.51";"1200";"6";"0";"95";"140";"343";"287";"776";"1553";"937";"1671";"999";"1369";"1264";"795";"6813";"1273";"1306";"5349";"2221";"6936";"3363";"697";"392";"17289";"29";"16958";"1835";"1244";"991";"1274";"287";"220";"258";"38";"556";"0";"91";"159";"483";"439";"411";"556";"254";"635";"434";"292";"481";"446";"473";"787";"1246";"1513";"3498";"2492";"2148";"1224";"71";"0";"86";"19";"106";"0";"0";"49";"0";"9";"0";"31";"0";"26";"30";"155";"0";"88";"91";"336";"137";"157";"43";"867";"4971";"274";"1446";"13710";"189";"0";"0";"167";"162"
"10032";"Manhattan";"ZIP Codes";39;1424;"57331";"27659";"29672";"37";"2960";"3568";"5939";"4212";"3817";"3242";"2114";"1212";"595";"2782";"3272";"5872";"3996";"3792";"3839";"2879";"1902";"1338";"16205";"12662";"901";"1987";"40";"21256";"4280";"27108";"13637";"3421";"2902";"5564";"16";"42641";"43608";"41354";"29841";"1282";"691";"12462";"17374";"21417";"5800";"5148";"3505";"2558";"2558";"2558";"2558";"29";"63";"4";"3";"2";"0.91";"1.73";"2.93";"0.33";"0";"0.19";"1.29";"1699";"0";"2";"28";"519";"754";"481";"739";"2177";"947";"2082";"1625";"1656";"1573";"1362";"6179";"1858";"1194";"5449";"1928";"6012";"2862";"632";"438";"16835";"28";"14520";"2466";"1523";"1078";"781";"743";"102";"185";"0";"507";"0";"19";"98";"733";"397";"300";"344";"472";"291";"477";"522";"470";"616";"622";"664";"1504";"1551";"3053";"2388";"2731";"673";"27";"25";"10";"0";"0";"38";"0";"22";"122";"64";"40";"0";"0";"28";"0";"11";"33";"254";"26";"197";"128";"262";"207";"153";"4684";"310";"1231";"13159";"9";"0";"16";"272";"398"
"10033";"Manhattan";"ZIP Codes";29;1307;"53926";"26461";"27465";"37";"2831";"3386";"5756";"4024";"3666";"3102";"2111";"1033";"552";"2717";"2996";"4875";"3884";"3654";"3738";"2718";"1689";"1194";"22900";"5246";"728";"1253";"35";"19863";"3901";"22583";"15380";"2703";"2458";"5676";"14";"51951";"53724";"49434";"27554";"1295";"904";"13541";"13779";"20116";"5115";"5156";"3301";"2463";"2463";"2463";"2463";"26";"67";"4";"2";"1";"1.13";"1.08";"2.45";"0.33";"0";"0.07";"1.19";"1207";"0";"20";"91";"263";"729";"588";"621";"995";"547";"1602";"1148";"1236";"1213";"1382";"6535";"1155";"1237";"4605";"1893";"7025";"3184";"1049";"1090";"13643";"24";"15762";"1557";"1235";"1125";"349";"221";"51";"233";"0";"360";"0";"17";"30";"302";"193";"110";"184";"200";"297";"201";"347";"316";"358";"403";"608";"1177";"1790";"4151";"2565";"2522";"1134";"0";"19";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"8";"10";"0";"74";"0";"150";"200";"460";"308";"507";"205";"181";"4178";"293";"1104";"13256";"4";"19";"0";"261";"285"
"10034";"Manhattan";"ZIP Codes";28;883;"38908";"18260";"20648";"37";"2240";"2394";"3119";"3019";"2731";"2367";"1442";"672";"276";"2122";"2329";"3375";"3192";"2997";"2901";"1909";"1091";"732";"14560";"5000";"601";"886";"29";"14961";"2871";"15391";"10646";"2280";"1415";"4461";"14";"47928";"46487";"50101";"19239";"1182";"464";"8198";"12117";"15671";"4634";"4222";"2551";"1764";"1764";"1764";"1764";"25";"71";"3";"1";"1";"1.08";"1.52";"2.85";"0.51";"0";"0.18";"1.34";"857";"0";"0";"58";"94";"529";"332";"547";"1295";"370";"1506";"758";"773";"846";"585";"4094";"867";"1017";"3271";"1455";"5679";"2824";"495";"361";"9509";"23";"10890";"1399";"2114";"551";"416";"254";"132";"184";"12";"302";"19";"7";"51";"436";"221";"201";"89";"160";"107";"268";"210";"463";"308";"390";"515";"908";"1142";"3594";"2230";"1716";"362";"0";"0";"0";"0";"0";"0";"0";"8";"10";"0";"0";"0";"0";"27";"0";"20";"47";"89";"233";"470";"155";"162";"59";"79";"3903";"167";"696";"9900";"0";"0";"0";"210";"182"
"10035";"Manhattan";"ZIP Codes";56;1568;"33969";"17014";"16955";"36";"2055";"2448";"3059";"2599";"2601";"2068";"1107";"733";"344";"1944";"2240";"2835";"2534";"2380";"1993";"1358";"974";"697";"8517";"14795";"439";"1062";"36";"7333";"1787";"16354";"5932";"1393";"1839";"2615";"13";"50121";"49240";"51142";"23057";"2824";"122";"3157";"5549";"13935";"4947";"3195";"1855";"1229";"1229";"1229";"1229";"47";"43";"4";"3";"2";"1.65";"4.42";"3.62";"0.5";"0.09";"0.29";"2.83";"974";"2";"0";"45";"225";"213";"404";"277";"799";"437";"869";"968";"1081";"1268";"761";"4174";"1182";"620";"2145";"989";"3173";"1490";"110";"300";"13684";"40";"3475";"744";"2102";"1362";"1890";"693";"1124";"2323";"62";"70";"5";"252";"173";"1426";"611";"601";"525";"446";"338";"295";"435";"420";"358";"288";"203";"340";"552";"1368";"633";"1130";"774";"28";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"10";"20";"0";"60";"78";"248";"199";"130";"130";"172";"4801";"265";"2187";"4770";"40";"0";"17";"183";"76"
"10036";"Manhattan";"ZIP Codes";263;1322;"24711";"13786";"10925";"40";"571";"435";"3222";"3220";"2417";"1947";"1166";"560";"248";"508";"466";"3216";"2203";"1351";"1355";"953";"489";"384";"15736";"2301";"91";"4224";"17";"1436";"906";"13393";"4972";"548";"393";"2027";"11";"110451";"127392";"88040";"15165";"487";"133";"2495";"4133";"17958";"8919";"4486";"1148";"445";"445";"445";"445";"67";"12";"10";"10";"1";"2.47";"3.52";"26.39";"0.32";"0.04";"0.24";"2.14";"146";"0";"0";"0";"9";"50";"56";"77";"58";"37";"176";"114";"156";"74";"231";"1883";"325";"515";"1820";"729";"6939";"3776";"1200";"312";"3094";"14";"5854";"627";"429";"707";"1726";"1049";"1468";"4515";"89";"290";"20";"12";"56";"470";"402";"279";"65";"123";"153";"203";"225";"275";"215";"292";"257";"336";"319";"1091";"677";"1886";"4684";"0";"15";"0";"0";"0";"0";"0";"14";"0";"0";"0";"0";"0";"24";"0";"0";"13";"100";"28";"103";"101";"403";"387";"390";"3734";"118";"5068";"4434";"0";"0";"0";"222";"332"
"10037";"Manhattan";"ZIP Codes";52;363;"17416";"7307";"10109";"41";"858";"1004";"1186";"983";"1049";"868";"685";"397";"277";"856";"979";"1484";"1419";"1428";"1334";"1127";"756";"726";"1465";"13451";"115";"299";"5";"1376";"705";"8477";"2760";"570";"1531";"1537";"13";"58957";"66322";"53644";"14495";"74";"40";"1312";"1178";"9451";"4477";"2379";"1052";"580";"580";"580";"580";"80";"14";"4";"1";"1";"1.03";"3.96";"3.22";"0.29";"0";"0.29";"2.41";"128";"12";"15";"0";"0";"51";"7";"86";"106";"35";"144";"120";"308";"452";"339";"1723";"459";"493";"2421";"1144";"2374";"1002";"601";"118";"3354";"20";"1355";"1509";"2499";"2902";"474";"295";"163";"262";"22";"88";"0";"22";"246";"431";"162";"164";"270";"99";"124";"206";"127";"402";"165";"290";"379";"598";"653";"1590";"638";"790";"270";"14";"102";"12";"84";"59";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"83";"16";"30";"178";"44";"71";"3586";"92";"719";"3706";"0";"5";"0";"126";"173"
"10038";"Manhattan";"ZIP Codes";107;576;"20300";"9410";"10890";"38";"700";"849";"2722";"1738";"1082";"840";"654";"448";"377";"622";"1133";"3183";"1583";"1019";"1019";"883";"709";"739";"10819";"1630";"45";"6068";"14";"1021";"703";"9182";"6043";"430";"1316";"1249";"6";"119077";"146053";"83905";"12608";"487";"179";"3659";"3109";"10211";"3777";"3544";"1152";"610";"610";"610";"610";"54";"14";"7";"25";"1";"0.79";"1.28";"4.98";"0.1";"0";"0.1";"0.64";"781";"0";"15";"0";"48";"154";"57";"77";"290";"115";"235";"170";"42";"330";"410";"1390";"226";"402";"1154";"353";"4396";"1933";"1247";"298";"4224";"23";"2816";"730";"1122";"1132";"1729";"580";"281";"1284";"142";"153";"7";"9";"64";"347";"123";"360";"155";"146";"181";"139";"131";"391";"79";"238";"189";"267";"171";"208";"77";"236";"3165";"34";"48";"0";"122";"0";"20";"13";"0";"0";"0";"0";"15";"0";"35";"8";"20";"14";"22";"41";"220";"137";"557";"276";"457";"3527";"79";"3560";"1149";"0";"0";"8";"239";"313"
"10039";"Manhattan";"ZIP Codes";44;507;"24527";"10992";"13535";"35";"1729";"1789";"1843";"1623";"1621";"1133";"633";"403";"218";"1623";"1808";"2107";"2049";"1940";"1544";"1171";"745";"548";"2636";"17120";"173";"442";"7";"3204";"945";"11251";"4841";"1073";"1217";"1884";"20";"48707";"52140";"45468";"18782";"413";"217";"2325";"3635";"10868";"3481";"2877";"1679";"1035";"1035";"1035";"1035";"66";"24";"5";"2";"4";"1.06";"2.41";"1.75";"0.24";"0.04";"0.2";"2.04";"429";"0";"0";"39";"88";"51";"72";"128";"418";"142";"336";"305";"312";"732";"550";"3048";"836";"876";"2143";"1197";"2615";"1262";"227";"48";"6658";"26";"3176";"821";"1062";"3609";"484";"233";"506";"1089";"0";"177";"13";"45";"145";"700";"446";"294";"235";"366";"192";"136";"232";"495";"200";"375";"535";"967";"756";"1154";"728";"318";"106";"0";"0";"0";"60";"0";"0";"49";"0";"100";"54";"35";"0";"18";"53";"40";"92";"6";"30";"59";"152";"169";"233";"128";"170";"4052";"127";"850";"4744";"36";"6";"7";"159";"82"
"10040";"Manhattan";"ZIP Codes";31;778;"41905";"19326";"22579";"38";"2245";"2506";"3448";"3076";"2784";"2400";"1511";"815";"541";"2348";"2512";"3690";"3244";"2943";"3004";"2123";"1362";"1353";"16204";"4623";"535";"1141";"23";"16172";"3207";"16380";"11329";"2215";"2186";"4850";"15";"49800";"53505";"45847";"20974";"941";"323";"10145";"11267";"16506";"4886";"4214";"2620";"2001";"2001";"2001";"2001";"26";"68";"4";"2";"2";"0.88";"0.98";"2.29";"0.45";"0";"0.1";"1.03";"641";"17";"0";"59";"179";"183";"316";"479";"663";"389";"1637";"781";"1210";"1028";"932";"5025";"739";"920";"3588";"1325";"5844";"3284";"633";"478";"9566";"23";"11369";"1758";"1181";"1562";"351";"113";"171";"98";"15";"242";"0";"58";"17";"227";"207";"135";"31";"163";"157";"171";"297";"215";"280";"567";"335";"1464";"1473";"3672";"2149";"1861";"520";"0";"42";"135";"9";"47";"22";"42";"0";"10";"12";"0";"0";"0";"38";"0";"14";"12";"62";"272";"289";"96";"259";"131";"113";"3052";"333";"876";"11206";"14";"0";"0";"165";"200"
"10044";"Manhattan";"ZIP Codes";76;90;"11661";"5710";"5951";"41";"507";"496";"837";"970";"865";"873";"655";"312";"195";"534";"493";"975";"1010";"788";"817";"644";"359";"331";"5952";"2482";"26";"2125";"50";"483";"543";"5286";"3810";"282";"482";"807";"7";"89092";"111628";"69706";"6514";"151";"79";"1749";"3818";"4913";"1704";"1419";"677";"464";"464";"464";"464";"47";"14";"22";"14";"4";"1.03";"0.26";"0.69";"0";"0";"0";"0.09";"298";"0";"0";"0";"0";"0";"36";"31";"72";"52";"176";"101";"118";"241";"140";"1171";"204";"475";"635";"301";"1800";"1756";"581";"826";"1464";"14";"108";"10";"41";"123";"2127";"701";"194";"1439";"0";"73";"0";"0";"31";"111";"12";"34";"0";"23";"0";"0";"0";"0";"11";"38";"62";"14";"0";"126";"616";"782";"1902";"0";"0";"0";"0";"57";"10";"0";"9";"31";"38";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"113";"46";"81";"1082";"20";"2755";"212";"0";"0";"78";"21";"63"
"10065";"Manhattan";"ZIP Codes";202;1682;"32270";"14360";"17910";"43";"1458";"672";"2122";"2872";"2005";"1689";"1610";"1191";"741";"1364";"679";"3415";"3312";"2094";"2110";"2430";"1377";"1129";"27771";"566";"24";"2878";"4";"410";"617";"11893";"13636";"325";"1332";"2135";"5";"164048";"208298";"116402";"24318";"217";"523";"3873";"3876";"22754";"9784";"5882";"1537";"1003";"1003";"1003";"1003";"76";"4";"11";"6";"2";"0.81";"0.43";"6.23";"0.19";"0";"0.12";"0.25";"33";"0";"15";"0";"0";"54";"0";"54";"31";"0";"19";"21";"98";"137";"177";"1876";"170";"482";"1876";"824";"10447";"5624";"3451";"1597";"1829";"6";"7719";"1926";"3995";"5540";"2026";"1425";"396";"675";"0";"579";"0";"22";"0";"0";"40";"70";"30";"36";"13";"50";"36";"125";"149";"270";"114";"258";"526";"922";"1009";"2646";"5745";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";"15";"0";"12";"12";"0";"36";"0";"45";"56";"273";"332";"1028";"642";"2950";"7235";"191";"3627";"5921";"26";"16";"0";"697";"353"
"10069";"Manhattan";"ZIP Codes";204;29;"5199";"2451";"2748";"36";"365";"96";"304";"721";"407";"247";"195";"78";"38";"361";"107";"462";"790";"422";"282";"201";"87";"36";"3750";"186";"3";"1048";"0";"66";"146";"1293";"2524";"79";"43";"436";"6";"203745";"260262";"141110";"3864";"29";"30";"659";"777";"3146";"1169";"918";"310";"240";"240";"240";"240";"68";"7";"12";"10";"3";"0";"0";"1.54";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"31";"0";"16";"131";"86";"2241";"1015";"638";"152";"197";"4";"51";"0";"32";"0";"0";"67";"1138";"2086";"61";"0";"0";"0";"29";"32";"30";"0";"29";"0";"0";"0";"0";"0";"0";"102";"33";"27";"76";"114";"27";"54";"1565";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"0";"4";"12";"98";"205";"379";"1057";"0";"1468";"252";"0";"0";"0";"51";"0"
"10075";"Manhattan";"ZIP Codes";203;797;"26121";"11205";"14916";"43";"1201";"713";"1559";"2017";"1647";"1359";"1342";"843";"524";"1135";"758";"2810";"2580";"1863";"1785";"1959";"1123";"903";"22970";"521";"24";"1844";"4";"253";"505";"8835";"9622";"264";"1079";"1765";"5";"156428";"185626";"131582";"18599";"188";"272";"2838";"2251";"16493";"7860";"4344";"1198";"925";"925";"925";"925";"78";"6";"9";"5";"2";"0.73";"0.15";"3.33";"0.27";"0";"0";"0.31";"33";"0";"0";"0";"0";"8";"9";"0";"9";"65";"25";"53";"16";"72";"68";"1180";"124";"388";"1455";"507";"8391";"4438";"2585";"690";"1763";"7";"6856";"689";"2454";"2942";"1555";"1101";"342";"218";"0";"109";"0";"0";"0";"0";"0";"0";"15";"0";"0";"30";"151";"77";"98";"180";"63";"93";"126";"548";"659";"2513";"2795";"0";"18";"0";"14";"0";"0";"0";"0";"0";"0";"0";"14";"0";"15";"0";"0";"0";"16";"59";"532";"425";"1697";"924";"2428";"6064";"218";"1929";"4832";"61";"0";"0";"241";"254"
"10103";"Manhattan";"ZIP Codes";219;1;"3";"1";"2";"54";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"10110";"Manhattan";"ZIP Codes";230;2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"67";"33";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"33";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
